SACC code(e),Country of birth(e),2004-05,2005-06,2006-07,2007-08,2008-09,2009-10,2010-11,2011-12,2012-13,2013-14,2014-15,2015-16,2016-17,2017-18,2018-19,2019-20,2020-21,2021-22,2022-23,2023-24,2024-25(f)
9225,South Africa,"1,900","1,940","1,900","1,980","2,090","2,460","2,280","2,280","2,210","2,530","2,470","2,370","2,260","2,240","2,080","1,510","1,230","1,760","1,740","1,730","2,030"
9226,Eswatini,10,10,10,10,10,10,20,10,10,30,10,20,20,10,10,20,10,10,0,10,10
9227,Tanzania,50,70,60,70,70,80,90,70,90,90,90,100,90,90,80,70,60,50,40,40,40
9228,Uganda,60,50,40,50,50,70,50,60,60,80,60,80,90,50,70,50,30,50,60,60,50
9231,Zambia,170,140,130,120,180,190,180,140,200,210,220,180,130,100,140,110,100,90,80,80,100
9232,Zimbabwe,360,360,420,390,430,550,580,470,480,440,510,450,440,510,440,370,380,390,350,380,450
9299,"S & E Afr, nec",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000,Inadequately Described,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,
,Total Australian-born,"65,960","64,890","65,710","68,410","58,750","58,140","61,290","58,590","60,710","65,710","69,350","69,770","66,700","65,310","62,780","42,640","29,560","48,270","59,780","57,920","56,090"
,Total overseas-born,"132,860","139,800","138,940","155,590","161,170","183,730","190,120","176,800","191,050","211,190","211,870","213,270","210,110","223,990","246,290","271,520","201,380","167,730","140,290","174,280","206,710"
,,,,,,,,,,,,,,,,,,,,,,
,Total,"198,820","204,690","204,640","224,000","219,920","241,870","251,410","235,380","251,760","276,900","281,220","283,040","276,800","289,300","309,060","314,160","230,930","216,000","200,070","232,200","262,800"
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
