SACC code(e),Country of birth(e),2004-05,2005-06,2006-07,2007-08,2008-09,2009-10,2010-11,2011-12,2012-13,2013-14,2014-15,2015-16,2016-17,2017-18,2018-19,2019-20,2020-21,2021-22,2022-23,2023-24,2024-25(f)
9205,Djibouti,10,0,10,10,10,10,20,20,10,10,10,10,10,10,0,10,10,0,10,10,0
9206,Eritrea,150,200,170,170,210,270,200,330,180,310,430,440,350,410,340,500,40,160,310,280,420
9207,Ethiopia,650,530,690,590,870,880,780,"1,000",640,920,960,910,970,760,760,830,270,630,730,"1,190","1,050"
9208,Kenya,"1,250","1,250","1,380","1,210","1,320","1,210",890,960,"1,070","1,170","1,390","1,560","2,150","1,710","1,730","1,370",270,"2,110","4,880","5,260","2,590"
9211,Lesotho,20,10,10,20,10,10,10,20,10,20,10,0,10,10,10,10,0,10,10,20,10
9212,Madagascar,20,20,20,20,20,20,20,10,20,10,10,30,20,30,40,30,10,10,20,50,40
9213,Malawi,100,70,90,100,100,70,100,130,110,110,70,100,80,70,180,80,20,110,100,250,150
9214,Mauritius,730,"1,030","1,350","2,590","3,030","1,020",620,750,800,810,860,910,870,730,880,760,80,720,"1,000",970,700
9215,Mayotte,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
9216,Mozambique,60,80,70,80,80,60,60,80,60,60,50,40,50,50,60,50,10,30,70,60,50
9217,Namibia,80,100,90,120,140,80,100,90,100,60,60,80,80,70,90,100,30,80,170,120,80
9218,Reunion,10,30,30,40,40,20,30,30,30,20,20,30,40,20,40,20,0,20,20,20,30
9221,Rwanda,50,80,100,60,90,150,100,90,70,80,80,70,60,60,110,60,10,50,60,240,160
9222,St Helena,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9223,Seychelles,140,110,110,130,60,70,70,60,50,60,40,40,50,20,40,30,20,30,30,40,20
9224,Somalia,430,460,550,390,570,760,620,640,590,760,630,730,430,360,330,250,200,320,350,470,440
9225,South Africa,"7,400","9,470","10,350","13,070","14,960","8,280","8,550","9,230","7,730","6,240","5,920","6,440","7,840","6,930","8,070","7,890","3,780","6,730","10,910","11,860","8,620"
9226,Eswatini,20,20,20,30,30,20,30,30,20,20,10,10,10,30,10,20,10,10,10,20,10
9227,Tanzania,260,490,450,380,300,220,220,190,190,150,180,150,210,140,340,230,50,100,160,190,130
9228,Uganda,250,220,360,210,210,240,240,180,200,220,250,240,240,260,230,250,50,220,310,440,300
9231,Zambia,380,390,500,540,450,390,360,350,410,310,250,250,240,190,220,280,120,320,510,650,510
9232,Zimbabwe,"2,510","2,710","2,950","3,630","3,230","1,850","1,560","1,840","1,650","1,380","1,380","1,540","1,590","1,370","1,570","1,470",580,"1,500","3,050","3,340","3,030"
9299,"S & E Afr, nec",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000,Inadequately Described,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,
,Total Australian-born,"47,290","50,150","52,920","53,190","56,470","54,530","53,150","50,610","50,870","46,320","46,350","48,400","50,890","49,820","50,420","60,710","37,020","34,820","33,620","36,770","39,030"
,Total overseas-born,"294,120","326,380","384,520","448,150","463,310","383,400","378,630","416,720","431,220","418,360","418,910","440,880","489,260","477,710","499,980","446,150","108,980","389,090","704,800","624,590","529,340"
,,,,,,,,,,,,,,,,,,,,,,
,Total,"341,400","376,530","437,440","501,340","519,790","437,930","431,780","467,330","482,090","464,680","465,250","489,280","540,150","527,520","550,400","506,850","146,000","423,910","738,410","661,360","568,370"
,,,,,,,,,,,,,,,,,,,,,,
© Commonwealth of Australia 2025,,,,,,,,,,,,,,,,,,,,,,
